De ref,school name,management type,constituency,total enrolment,nearest_school,nearest_management_type,nearest_distance,area
5011189,"Edenderry Primary School, Portadown",Controlled,Upper Bann,403.0,"Bocombra Primary School, Portadown",Controlled,1.0,3.1
5011190,"Tullygally Primary School, Craigavon",Controlled,Upper Bann,269.0,"St Anthony's Primary School, Craigavon",Catholic Maintained,0.8,1.8
5011520,"Dromore Road Primary School, Warrenpoint",Controlled,South Down,87.0,"St Dallan's Primary School, Warrenpoint",Catholic Maintained,0.4,0.5
5011575,Dromore Central Primary School,Controlled,Lagan Valley,697.0,"St Colman's Primary School, Dromore",Catholic Maintained,0.4,0.4
5011594,"Abercorn Primary School, Banbridge",Controlled,Upper Bann,308.0,"Bridge Integrated Primary School, Banbridge",GMI,0.5,0.8
5011596,"Gilford Primary School, Craigavon",Controlled,Upper Bann,88.0,"St John's Primary School, Gilford",Catholic Maintained,0.0,0.0
5011598,"Waringstown Primary School, Waringstown",Controlled,Upper Bann,426.0,"Dickson Primary School, Lurgan",Controlled,2.9,25.9
5011602,"Bleary Primary School, Lurgan",Controlled,Upper Bann,176.0,"St Brendan's Primary School, Craigavon",Catholic Maintained,2.1,13.3
5011611,"Iveagh Primary School, Newry, Rathfriland",Controlled,South Down,271.0,"St Mary's Primary School, Rathfriland",Catholic Maintained,0.3,0.4
5011617,"Ballydown Primary School, Banbridge",Controlled,South Down,342.0,"Edenderry Primary School, Banbridge",Controlled,1.7,9.2
5011649,Kilkeel Primary School,Controlled,South Down,546.0,"St Colman's Primary School, Kilkeel",Catholic Maintained,0.7,1.7
5011651,Milltown Primary School,Controlled,Upper Bann,54.0,"St Colman's Primary School, Bann",Catholic Maintained,1.6,8.4
5011664,"Scarva Primary School, Scarva",Controlled,Upper Bann,59.0,"St Francis' Primary School, Aghaderg",Catholic Maintained,3.6,41.8
5011684,"Annalong Primary School, Newry",Controlled,South Down,203.0,"Brackenagh West Primary School, Kilkeel",Controlled,4.9,74.8
5011687,"Maralin Village Primary School, Craigavon",Controlled,Upper Bann,244.0,"St Patrick's Primary School, Magheralin",Catholic Maintained,1.6,8.1
5012280,Moneymore Primary School,Controlled,Mid Ulster,241.0,"St Patrick's Primary School, Moneymore",Catholic Maintained,0.7,1.4
5012538,"Churchill Primary School, Caledon",Controlled,Fermanagh And South Tyrone,102.0,"St Joseph's Primary School, Caledon",Catholic Maintained,1.3,5.2
5012615,"Ballytrea Primary School, Stewartstown",Controlled,Mid Ulster,52.0,"St Mary's Primary School, Stewartstown",Catholic Maintained,4.0,50.0
5012621,Aughnacloy Primary School,Controlled,Fermanagh And South Tyrone,163.0,"St Mary's Primary School, Aughnacloy",Catholic Maintained,0.9,2.3
5012632,"Donaghmore Primary School, Dungannon",Controlled,Mid Ulster,75.0,"St Patrick's Primary School, Donaghmore",Catholic Maintained,0.3,0.3
5012635,Augher Central Primary School,Controlled,Fermanagh And South Tyrone,74.0,St MacCartan's Convent Primary School,Catholic Maintained,3.5,38.1
5012636,Moy Regional Primary School,Controlled,Fermanagh And South Tyrone,69.0,"St John's Primary School, Moy",Catholic Maintained,0.4,0.5
5012643,Stewartstown Primary School,Controlled,Mid Ulster,57.0,"St Mary's Primary School, Stewartstown",Catholic Maintained,0.3,0.2
5012646,"Howard Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,323.0,"Windmill Integrated Primary School, Dungannon",GMI,1.9,10.8
5012649,Coagh Primary School,Controlled,Mid Ulster,118.0,"St Malachy's Primary School, Drummullan",Catholic Maintained,2.9,26.6
5012657,"Walker Memorial Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,63.0,"Blessed Patrick O'Loughran Primary School, Dungannon",Catholic Maintained,0.6,1.1
5012696,"Carntall Primary School, Clogher",Controlled,Fermanagh And South Tyrone,92.0,St MacCartan's Convent Primary School,Catholic Maintained,3.4,36.8
5012719,Newmills Primary School,Controlled,Mid Ulster,108.0,Primate Dixon Primary School,Catholic Maintained,2.2,14.9
5012720,Dungannon Primary School,Controlled,Fermanagh And South Tyrone,320.0,"St Patrick's Primary School, Dungannon",Catholic Maintained,0.4,0.6
5012726,Cookstown Primary School,Controlled,Mid Ulster,474.0,Gaelscoil Eoghain,Other Maintained,0.3,0.3
5013019,"Edenderry Primary School, Banbridge",Controlled,Upper Bann,395.0,"St Mary's Primary School, Banbridge",Catholic Maintained,0.6,1.3
5013702,"Woods Primary School, Magherafelt",Controlled,Mid Ulster,182.0,"St Trea's Primary School, Magherafelt",Catholic Maintained,2.4,18.3
5016007,"Millington Primary School, Portadown",Controlled,Upper Bann,619.0,"Presentation Primary School, Portadown",Catholic Maintained,0.5,0.8
5016027,"Drumhillery Primary School, Middletown",Controlled,Newry And Armagh,69.0,"St Joseph's Primary School, Madden",Catholic Maintained,3.6,40.1
5016065,"Dickson Primary School, Lurgan",Controlled,Upper Bann,238.0,"Carrick Primary School, Lurgan",Controlled,0.9,2.3
5016078,Poyntzpass Primary School,Controlled,Newry And Armagh,156.0,"St Joseph's and St James's Primary School, Poyntzpass",Catholic Maintained,0.2,0.1
5016079,"The Cope Primary School, Loughgall",Controlled,Newry And Armagh,95.0,"St Oliver Plunkett Primary School, Ballyhegan",Catholic Maintained,2.9,26.5
5016080,"Drumgor Primary School, Craigavon",Controlled,Upper Bann,291.0,"St Anthony's Primary School, Craigavon",Catholic Maintained,0.8,1.8
5016088,Fivemiletown Primary School,Controlled,Fermanagh And South Tyrone,213.0,"St Mary's Primary School, Fivemiletown",Catholic Maintained,1.3,5.0
5016098,"Brackenagh West Primary School, Kilkeel",Controlled,South Down,150.0,"St Columban's Primary School, Kilkeel",Catholic Maintained,3.0,28.6
5016117,Ballyoran Primary School,Controlled,Upper Bann,284.0,"St John the Baptist Primary School, Portadown",Catholic Maintained,0.6,1.1
5016138,"Bocombra Primary School, Portadown",Controlled,Upper Bann,359.0,"Edenderry Primary School, Portadown",Controlled,1.0,3.1
5016141,"Churchtown Primary School, Killybasky",Controlled,Mid Ulster,50.0,"Lissan Primary School, Cookstown",Catholic Maintained,0.9,2.5
5016178,Donacloney Primary School,Controlled,Upper Bann,222.0,"Waringstown Primary School, Waringstown",Controlled,3.2,32.4
5016179,"Hamiltonsbawn Primary School, Armagh",Controlled,Newry And Armagh,109.0,"Hardy Memorial Primary School, Richhill",Controlled,3.1,29.4
5016200,"Queen Elizabeth II Primary School, Pomeroy",Controlled,Mid Ulster,45.0,"St Mary's Primary School, Pomeroy",Catholic Maintained,1.4,6.2
5016221,"Orritor Primary School, Cookstown",Controlled,Mid Ulster,222.0,"St Joseph's Primary School, Killeenan",Catholic Maintained,3.9,47.3
5016224,"Donaghey Primary School, Dungannon",Controlled,Mid Ulster,105.0,Newmills Primary School,Controlled,4.0,49.4
5016391,"Bush Primary School, Dungannon",Controlled,Mid Ulster,205.0,"Edendork Primary School, Dungannon",Catholic Maintained,1.4,5.8
5016436,Markethill Primary School,Controlled,Newry And Armagh,301.0,"St Michael's Primary School, Clady",Catholic Maintained,4.7,69.1
5016451,"Windsor Hill Primary School, Newry",Controlled,Newry And Armagh,205.0,"St Joseph's Convent Primary School, Newry",Catholic Maintained,0.6,1.0
5016543,"Moyallon Primary School, Portadown",Controlled,Upper Bann,202.0,"Edenderry Primary School, Portadown",Controlled,3.1,30.7
5016599,"Fair Hill Primary School, Dromara",Controlled,Lagan Valley,259.0,Dromara Primary School,Controlled,4.2,56.6
5016612,"Bronte Primary School, Banbridge",Controlled,South Down,186.0,"St Patrick's Primary School, Drumgreenagh",Catholic Maintained,4.1,53.8
5016616,"Drumadonnell Primary School, Banbridge",Controlled,South Down,216.0,"St Mary's Primary School, Dechomet",Catholic Maintained,2.7,22.4
5016643,Richmond Primary School,Controlled,Fermanagh And South Tyrone,115.0,"St Mary's Primary School, Ballygawley",Catholic Maintained,0.9,2.4
5016658,Orchard County Primary School,Controlled,Newry And Armagh,175.0,"Clintyclay Primary School, Dungannon",Catholic Maintained,2.4,17.4
5016680,"Killyman Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,185.0,"Laghey Primary School, Dungannon",Catholic Maintained,0.9,2.3
5030958,"St John's Primary School, Eglish",Catholic Maintained,Newry And Armagh,93.0,Orchard County Primary School,Controlled,3.2,31.9
5030972,"St Oliver Plunkett Primary School, Forkhill",Catholic Maintained,Newry And Armagh,142.0,"Dromintee Primary School, Newry",Catholic Maintained,2.3,16.8
5030975,"St Malachy's Primary School, Ballymoyer",Catholic Maintained,Newry And Armagh,69.0,"St Teresa's Primary School, Tullyherron",Catholic Maintained,3.8,46.3
5031070,"St Michael's Primary School, Newtownhamilton",Catholic Maintained,Newry And Armagh,71.0,Newtownhamilton Primary School,Controlled,0.9,2.3
5031080,"Clintyclay Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,96.0,Orchard County Primary School,Controlled,2.4,17.4
5031086,"Clonalig Primary School, Crossmaglen",Catholic Maintained,Newry And Armagh,171.0,"St Patrick's Primary School, Crossmaglen",Catholic Maintained,2.7,23.1
5031088,"Dromintee Primary School, Newry",Catholic Maintained,Newry And Armagh,160.0,"St Oliver Plunkett Primary School, Forkhill",Catholic Maintained,2.3,16.8
5031103,"Tannaghmore Primary School, Lurgan",Catholic Maintained,Upper Bann,601.0,Lurgan Model Primary School,Controlled,0.9,2.5
5031107,"St Teresa's Primary School, Tullyherron",Catholic Maintained,Newry And Armagh,61.0,Mountnorris Primary School,Controlled,1.4,6.3
5031108,"Clea Primary School, Keady",Catholic Maintained,Newry And Armagh,116.0,Darkley Primary School,Controlled,2.1,14.3
5031110,Armagh Christian Brothers Primary School,Catholic Maintained,Newry And Armagh,550.0,"St Malachy's Primary School, Armagh",Catholic Maintained,0.5,0.9
5031126,"Mount St Catherine's Primary School, Armagh",Catholic Maintained,Newry And Armagh,151.0,"St Malachy's Primary School, Armagh",Catholic Maintained,0.4,0.5
5031130,"St Moninna's Primary School, Cloughoge",Catholic Maintained,Newry And Armagh,462.0,"St Malachy's Primary School, Carnagat",Catholic Maintained,1.5,7.0
5031133,"St Malachy's Primary School, Armagh",Catholic Maintained,Newry And Armagh,191.0,"Mount St Catherine's Primary School, Armagh",Catholic Maintained,0.4,0.5
5031135,"St Oliver's Primary School, Carrickrovaddy",Catholic Maintained,Newry And Armagh,52.0,"St Patrick's Primary School, Cullyhanna",Catholic Maintained,3.5,38.0
5031138,"St Joseph's Primary School, Madden",Catholic Maintained,Newry And Armagh,177.0,"Drumhillery Primary School, Middletown",Controlled,3.6,40.1
5031148,"St Patrick's Primary School, Crossmaglen",Catholic Maintained,Newry And Armagh,493.0,"Clonalig Primary School, Crossmaglen",Catholic Maintained,2.7,23.1
5031154,"St Michael's Primary School, Killean",Catholic Maintained,Newry And Armagh,129.0,"Jonesborough Primary School, Newry",Catholic Maintained,3.6,40.8
5031158,"St Patrick's Primary School, Newry",Catholic Maintained,Newry And Armagh,457.0,"St Joseph's Convent Primary School, Newry",Catholic Maintained,1.0,3.0
5031160,"St Teresa's Primary School, Lurgan",Catholic Maintained,Upper Bann,184.0,"Tannaghmore Primary School, Lurgan",Catholic Maintained,1.1,4.0
5031163,"St Brigid's Primary School, Glassdrummond",Catholic Maintained,Newry And Armagh,189.0,"St Patrick's Primary School, Crossmaglen",Catholic Maintained,4.9,74.6
5031164,"St Mary's Primary School, Maghery",Catholic Maintained,Upper Bann,58.0,"Birches Primary School, Portadown",Controlled,2.9,27.3
5031166,"St Michael's Primary School, Clady",Catholic Maintained,Newry And Armagh,81.0,Markethill Primary School,Controlled,4.7,69.1
5031168,"St Patrick's Primary School, Aghacommon",Catholic Maintained,Upper Bann,228.0,"St Anthony's Primary School, Craigavon",Catholic Maintained,2.4,18.2
5031169,"St Brigid's Primary School, Drumilly",Catholic Maintained,Newry And Armagh,124.0,"St Malachy's Primary School, Camlough",Catholic Maintained,2.3,16.4
5031172,"St Mary's Primary School, Granemore",Catholic Maintained,Newry And Armagh,206.0,"St Francis of Assisi Primary School, Keady",Catholic Maintained,3.6,40.5
5031176,"St Peter's Primary School, Cloughreagh",Catholic Maintained,Newry And Armagh,363.0,"Bessbrook Primary School, Newry",Controlled,0.8,1.8
5031183,"St Patrick's Primary School, Armagh",Catholic Maintained,Newry And Armagh,402.0,Armagh Royal Preparatory Department,Voluntary,1.1,3.8
5031184,"St Anthony's Primary School, Craigavon",Catholic Maintained,Upper Bann,690.0,"Tullygally Primary School, Craigavon",Controlled,0.8,1.8
5031188,"St Joseph's Primary School, Meigh",Catholic Maintained,Newry And Armagh,206.0,"St Moninna's Primary School, Cloughoge",Catholic Maintained,3.4,36.4
5031318,"Killowen Primary School, Newry",Catholic Maintained,South Down,32.0,"Kilbroney Integrated Primary School, Newry",Controlled Integrated,3.9,47.1
5031340,"St Joseph's Convent Primary School, Newry",Catholic Maintained,Newry And Armagh,489.0,"St Clare's Abbey Primary School, Newry",Catholic Maintained,0.5,0.8
5031558,"Ballyholland Primary School, Newry",Catholic Maintained,South Down,199.0,"Bunscoil an Iuir, Newry",Other Maintained,3.2,31.7
5031589,Grange Primary School,Catholic Maintained,South Down,107.0,"St Colman's Primary School, Kilkeel",Catholic Maintained,3.7,42.3
5031609,"Carrick Primary School, Warrenpoint",Catholic Maintained,South Down,381.0,"Ballyholland Primary School, Newry",Catholic Maintained,3.3,34.0
5031653,"St Matthew's Primary School, Magheramayo",Catholic Maintained,South Down,89.0,"St Malachy's Primary School, Kilcoo",Catholic Maintained,3.9,48.2
5031667,"St Patrick's Primary School, Magheralin",Catholic Maintained,Upper Bann,115.0,"Maralin Village Primary School, Craigavon",Controlled,1.6,8.1
5031669,"St John's Primary School, Gilford",Catholic Maintained,Upper Bann,127.0,"Gilford Primary School, Craigavon",Controlled,0.0,0.0
5031694,"Holy Cross Primary School, Newry",Catholic Maintained,South Down,113.0,"Brackenagh West Primary School, Kilkeel",Controlled,4.4,60.2
5031695,"St Mary's Primary School, Barr",Catholic Maintained,Newry And Armagh,153.0,"Mullaglass Primary School, Newry",Controlled,3.1,30.8
5031697,"St Patrick's Primary School, Mayobridge",Catholic Maintained,South Down,349.0,"Ballyholland Primary School, Newry",Catholic Maintained,4.3,57.1
5032208,"Ballylifford Primary School, Coagh",Catholic Maintained,Mid Ulster,77.0,"Derrychrin Primary School, Cookstown",Catholic Maintained,1.9,10.9
5032262,"Lissan Primary School, Cookstown",Catholic Maintained,Mid Ulster,130.0,"Churchtown Primary School, Killybasky",Controlled,0.9,2.5
5032306,"St Malachy's Primary School, Glencull",Catholic Maintained,Fermanagh And South Tyrone,110.0,Richmond Primary School,Controlled,2.2,15.3
5032387,"Derrylatinee Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,101.0,"Roan St Patrick's Primary School, Eglish",Catholic Maintained,3.4,35.4
5032463,"Blessed Patrick O'Loughran Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,109.0,"Walker Memorial Primary School, Dungannon",Controlled,0.6,1.1
5032558,"Laghey Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,91.0,"Killyman Primary School, Dungannon",Controlled,0.9,2.3
5032585,"Edendork Primary School, Dungannon",Catholic Maintained,Mid Ulster,284.0,"Bush Primary School, Dungannon",Controlled,1.4,5.8
5032591,"Roan St Patrick's Primary School, Eglish",Catholic Maintained,Fermanagh And South Tyrone,179.0,"Derrylatinee Primary School, Dungannon",Catholic Maintained,3.4,35.4
5032592,"St Mary's Primary School, Lisbuoy",Catholic Maintained,Mid Ulster,77.0,"Donaghmore Primary School, Dungannon",Controlled,2.8,24.5
5032624,St MacCartan's Convent Primary School,Catholic Maintained,Fermanagh And South Tyrone,124.0,"Carntall Primary School, Clogher",Controlled,3.4,36.8
5032678,"St Patrick's Primary School, Donaghmore",Catholic Maintained,Mid Ulster,219.0,"Donaghmore Primary School, Dungannon",Controlled,0.3,0.3
5032692,"St Mary's Primary School, Stewartstown",Catholic Maintained,Mid Ulster,92.0,Stewartstown Primary School,Controlled,0.3,0.2
5032697,"St Patrick's Primary School, Aughadarragh",Catholic Maintained,Fermanagh And South Tyrone,86.0,St MacCartan's Convent Primary School,Catholic Maintained,4.9,74.1
5032698,"St Brigid's Primary School, Mountjoy",Catholic Maintained,Mid Ulster,121.0,"Holy Family Primary School, Aughamullan",Catholic Maintained,2.4,18.2
5032699,"St Mary's Primary School, Dunamore",Catholic Maintained,Mid Ulster,180.0,"St Joseph's Primary School, Killeenan",Catholic Maintained,4.7,70.1
5032703,"St Peter's Primary School, Moortown",Catholic Maintained,Mid Ulster,162.0,"St Patrick's Primary School, Mullinahoe",Catholic Maintained,3.2,32.1
5032713,"Derrychrin Primary School, Cookstown",Catholic Maintained,Mid Ulster,164.0,"Ballylifford Primary School, Coagh",Catholic Maintained,1.9,10.9
5032714,"Holy Family Primary School, Aughamullan",Catholic Maintained,Mid Ulster,66.0,"St John's Primary School, Kingsisland",Catholic Maintained,1.9,11.4
5032715,"St John's Primary School, Moy",Catholic Maintained,Fermanagh And South Tyrone,205.0,Moy Regional Primary School,Controlled,0.4,0.5
5032717,"St Patrick's Primary School, Mullinahoe",Catholic Maintained,Mid Ulster,229.0,"St Peter's Primary School, Moortown",Catholic Maintained,3.2,32.1
5032729,"St John's Primary School, Kingsisland",Catholic Maintained,Mid Ulster,221.0,"Holy Family Primary School, Aughamullan",Catholic Maintained,1.9,11.4
5032734,"St Mary's Primary School, Cabragh",Catholic Maintained,Fermanagh And South Tyrone,216.0,"Walker Memorial Primary School, Dungannon",Controlled,5.8,104.5
5032735,"St Mary's Primary School, Ballygawley",Catholic Maintained,Fermanagh And South Tyrone,138.0,Richmond Primary School,Controlled,0.9,2.4
5032736,"St Mary's Primary School, Fivemiletown",Catholic Maintained,Fermanagh And South Tyrone,49.0,Fivemiletown Primary School,Controlled,1.3,5.0
5033003,"St Paul's Primary School, Cabra",Catholic Maintained,South Down,95.0,"St Patrick's Primary School, Ballymaghery",Catholic Maintained,3.7,43.6
5033004,"St Mary's Primary School, Rathfriland",Catholic Maintained,South Down,95.0,"Iveagh Primary School, Newry, Rathfriland",Controlled,0.3,0.4
5033006,"St Michael's Primary School, Finnis",Catholic Maintained,Lagan Valley,73.0,Dromara Primary School,Controlled,2.2,15.2
5033011,"St Mary's Primary School, Dechomet",Catholic Maintained,South Down,85.0,"Drumadonnell Primary School, Banbridge",Controlled,2.7,22.4
5033025,"St Patrick's Primary School, Ballymaghery",Catholic Maintained,South Down,313.0,"St Paul's Primary School, Cabra",Catholic Maintained,3.7,43.6
5033324,"St Patrick's Primary School, Derrynaseer",Catholic Maintained,Upper Bann,91.0,"St Teresa's Primary School, Lurgan",Catholic Maintained,3.6,40.1
5036000,"St Colman's Primary School, Dromore",Catholic Maintained,Lagan Valley,107.0,Dromore Central Primary School,Controlled,0.4,0.4
5036006,"St Mary's Primary School, Derrymore",Catholic Maintained,Upper Bann,136.0,"St Patrick's Primary School, Derrynaseer",Catholic Maintained,3.6,40.4
5036009,"St Mary's Primary School, Derrytrasna",Catholic Maintained,Upper Bann,99.0,"Birches Primary School, Portadown",Controlled,5.8,106.1
5036031,"St Patrick's Primary School, Loup",Catholic Maintained,Mid Ulster,158.0,"Woods Primary School, Magherafelt",Controlled,4.2,55.4
5036033,"St Joseph's Primary School, Galbally",Catholic Maintained,Mid Ulster,216.0,"Walker Memorial Primary School, Dungannon",Controlled,5.3,89.4
5036043,"St Mary's Primary School, Banbridge",Catholic Maintained,Upper Bann,516.0,"Bridge Integrated Primary School, Banbridge",GMI,0.5,0.9
5036047,"St Patrick's Primary School, Annaghmore",Catholic Maintained,Mid Ulster,196.0,"Gaelscoil Ui Neill , Dungannon",Other Maintained,1.8,10.3
5036057,"St Malachy's Primary School, Drummullan",Catholic Maintained,Mid Ulster,51.0,Coagh Primary School,Controlled,2.9,26.6
5036061,"St Colman's Primary School and All Saints NU, Annaclone",Catholic Maintained,South Down,211.0,"Bronte Primary School, Banbridge",Controlled,5.1,82.5
5036064,"St Malachy's Primary School, Camlough",Catholic Maintained,Newry And Armagh,320.0,"St Joseph's Primary School, Bessbrook",Catholic Maintained,2.0,12.3
5036087,"St Mary's Primary School, Mullaghbawn",Catholic Maintained,Newry And Armagh,307.0,"St Oliver Plunkett Primary School, Forkhill",Catholic Maintained,3.3,33.8
5036099,"St Patrick's Primary School, Cullyhanna",Catholic Maintained,Newry And Armagh,227.0,"St Oliver's Primary School, Carrickrovaddy",Catholic Maintained,3.5,38.0
5036101,"St Brendan's Primary School, Craigavon",Catholic Maintained,Upper Bann,397.0,"Drumgor Primary School, Craigavon",Controlled,1.2,4.7
5036108,"St Joseph's Primary School, Killeenan",Catholic Maintained,Mid Ulster,88.0,"Orritor Primary School, Cookstown",Controlled,3.9,47.3
5036110,"St Joseph's Primary School, Bessbrook",Catholic Maintained,Newry And Armagh,373.0,"Bessbrook Primary School, Newry",Controlled,0.4,0.6
5036118,"St Mary's Primary School, Pomeroy",Catholic Maintained,Mid Ulster,189.0,"Queen Elizabeth II Primary School, Pomeroy",Controlled,1.4,6.2
5036120,"St Patrick's Primary School, Moneymore",Catholic Maintained,Mid Ulster,97.0,Moneymore Primary School,Controlled,0.7,1.4
5036121,"St Jarlath's Primary School, Blackwatertown",Catholic Maintained,Newry And Armagh,168.0,"St Peter's Primary School, Collegelands",Catholic Maintained,3.1,30.7
5036122,"Jonesborough Primary School, Newry",Catholic Maintained,Newry And Armagh,89.0,"Dromintee Primary School, Newry",Catholic Maintained,3.1,30.8
5036130,"St Laurence O'Toole Primary School, Belleek",Catholic Maintained,Newry And Armagh,74.0,"St Brigid's Primary School, Drumilly",Catholic Maintained,2.3,17.3
5036136,"Sacred Heart Primary School, Dungannon",Catholic Maintained,Mid Ulster,121.0,"Queen Elizabeth II Primary School, Pomeroy",Controlled,4.8,73.5
5036173,"St John the Baptist Primary School, Portadown",Catholic Maintained,Upper Bann,472.0,Ballyoran Primary School,Controlled,0.6,1.1
5036180,"St Oliver Plunkett Primary School, Ballyhegan",Catholic Maintained,Newry And Armagh,133.0,"The Cope Primary School, Loughgall",Controlled,2.9,26.5
5036363,"St Mary's Primary School, Aughnacloy",Catholic Maintained,Fermanagh And South Tyrone,112.0,Aughnacloy Primary School,Controlled,0.9,2.3
5036400,"St Colman's Primary School, Bann",Catholic Maintained,Upper Bann,133.0,Milltown Primary School,Controlled,1.6,8.4
5036409,"St Ronan's Primary School, Newry",Catholic Maintained,South Down,419.0,"Windsor Hill Primary School, Newry",Controlled,0.8,2.0
5036433,"St Malachy's Primary School, Carnagat",Catholic Maintained,Newry And Armagh,263.0,"St Joseph's Convent Primary School, Newry",Catholic Maintained,1.1,3.8
5036457,"St Francis' Primary School, Aghaderg",Catholic Maintained,Upper Bann,146.0,"Scarva Primary School, Scarva",Controlled,3.6,41.8
5036463,"St Joseph's Primary School, Caledon",Catholic Maintained,Fermanagh And South Tyrone,29.0,"Churchill Primary School, Caledon",Controlled,1.3,5.2
5036504,"St Patrick's Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,888.0,Dungannon Primary School,Controlled,0.4,0.6
5036545,"St Colman's Primary School, Kilkeel",Catholic Maintained,South Down,229.0,Kilkeel Primary School,Controlled,0.7,1.7
5036567,"Holy Trinity Primary School, Cookstown",Catholic Maintained,Mid Ulster,694.0,Cookstown Primary School,Controlled,0.4,0.5
5036572,"St Colman's Primary School, Saval",Catholic Maintained,South Down,216.0,"St Ronan's Primary School, Newry",Catholic Maintained,2.8,25.0
5036583,"St Dallan's Primary School, Warrenpoint",Catholic Maintained,South Down,475.0,"Dromore Road Primary School, Warrenpoint",Controlled,0.4,0.5
5036586,"Presentation Primary School, Portadown",Catholic Maintained,Upper Bann,299.0,"Millington Primary School, Portadown",Controlled,0.5,0.8
5036590,Primate Dixon Primary School,Catholic Maintained,Mid Ulster,596.0,"Gaelscoil Ui Neill , Dungannon",Other Maintained,1.8,9.8
5036595,"St Peter's Primary School, Collegelands",Catholic Maintained,Newry And Armagh,143.0,"St John's Primary School, Moy",Catholic Maintained,2.4,18.0
5036598,"Our Lady's Primary School, Tullysaran",Catholic Maintained,Newry And Armagh,192.0,"St Jarlath's Primary School, Blackwatertown",Catholic Maintained,4.1,53.9
5036605,"St Patrick's Primary School, Drumgreenagh",Catholic Maintained,South Down,83.0,"St Mary's Primary School, Rathfriland",Catholic Maintained,2.9,27.0
5036610,"St Francis of Assisi Primary School, Keady",Catholic Maintained,Newry And Armagh,195.0,"Clea Primary School, Keady",Catholic Maintained,2.4,18.7
5036622,"St John's Primary School, Middletown",Catholic Maintained,Newry And Armagh,186.0,"Drumhillery Primary School, Middletown",Controlled,3.6,41.1
5036633,"St Francis' Primary School, Lurgan",Catholic Maintained,Upper Bann,808.0,"Carrick Primary School, Lurgan",Controlled,0.7,1.8
5036634,"St Clare's Abbey Primary School, Newry",Catholic Maintained,Newry And Armagh,503.0,"St Joseph's Convent Primary School, Newry",Catholic Maintained,0.5,0.8
5036639,"Our Lady's & St Mochua's Primary School, Keady",Catholic Maintained,Newry And Armagh,175.0,"Clea Primary School, Keady",Catholic Maintained,4.1,53.3
5036673,"St Bronagh's Primary School, Rostrevor",Catholic Maintained,South Down,213.0,"Kilbroney Integrated Primary School, Newry",Controlled Integrated,0.3,0.3
5036675,"St Joseph's and St James's Primary School, Poyntzpass",Catholic Maintained,Newry And Armagh,110.0,Poyntzpass Primary School,Controlled,0.2,0.1
5036706,"St Columban's Primary School, Kilkeel",Catholic Maintained,South Down,225.0,"Gaelscoil na mBeann, Kilkeel",Other Maintained,0.0,0.0
5046137,"Seagoe Primary School, Portadown",Other Maintained,Upper Bann,377.0,Portadown Integrated Primary School,GMI,0.5,0.9
5046241,"The Drelincourt, Church of Ireland, Armagh",Other Maintained,Newry And Armagh,9.0,"The Armstrong Primary School, Armagh",Controlled,1.1,3.7
5046597,"Bunscoil an Iuir, Newry",Other Maintained,Newry And Armagh,98.0,"St Clare's Abbey Primary School, Newry",Catholic Maintained,0.6,1.0
5046637,"Gaelscoil Ui Neill , Dungannon",Other Maintained,Mid Ulster,130.0,Primate Dixon Primary School,Catholic Maintained,1.8,9.8
5046692,"Gaelscoil na mBeann, Kilkeel",Other Maintained,South Down,94.0,"St Columban's Primary School, Kilkeel",Catholic Maintained,0.0,0.0
5046695,"Gaelscoil Aodha Rua, Dungannon",Other Maintained,Fermanagh And South Tyrone,135.0,Dungannon Primary School,Controlled,1.0,3.2
5046699,Gaelscoil Eoghain,Other Maintained,Mid Ulster,134.0,"Phoenix Integrated Primary School NU, Cookstown",GMI,0.3,0.3
5056013,"Kilbroney Integrated Primary School, Newry",Controlled Integrated,South Down,122.0,"St Bronagh's Primary School, Rostrevor",Catholic Maintained,0.3,0.3
5066540,"Bridge Integrated Primary School, Banbridge",GMI,Upper Bann,413.0,"Abercorn Primary School, Banbridge",Controlled,0.5,0.8
5066553,Portadown Integrated Primary School,GMI,Upper Bann,478.0,"Seagoe Primary School, Portadown",Other Maintained,0.5,0.9
5066554,"Windmill Integrated Primary School, Dungannon",GMI,Fermanagh And South Tyrone,245.0,"St Patrick's Primary School, Dungannon",Catholic Maintained,1.1,3.8
5066578,Saints and Scholars Integrated Primary School,GMI,Newry And Armagh,316.0,"The Drelincourt, Church of Ireland, Armagh",Other Maintained,1.2,4.6
5066657,"Phoenix Integrated Primary School NU, Cookstown",GMI,Mid Ulster,221.0,Gaelscoil Eoghain,Other Maintained,0.3,0.3
5620263,Armagh Royal Preparatory Department,Voluntary,Newry And Armagh,30.0,"The Armstrong Primary School, Armagh",Controlled,0.2,0.1
