De ref,school name,management type,constituency,total enrolment,nearest_same_management_distance,nearest_same_management_school,area
4010788,Dunmurry Primary School,Controlled,Lagan Valley,217.0,0.7,"Seymour Hill Primary School, Belfast",1.4
4010807,Lisburn Central Primary School,Controlled,Lagan Valley,213.0,0.6,"Tonagh Primary School, Lisburn",1.3
4010882,"Seymour Hill Primary School, Belfast",Controlled,Lagan Valley,254.0,0.7,Dunmurry Primary School,1.4
4010885,"Tonagh Primary School, Lisburn",Controlled,Lagan Valley,228.0,0.6,Lisburn Central Primary School,1.3
4011265,"Ballyvester Primary School, Donaghadee",Controlled,North Down,116.0,2.3,Donaghadee Primary School,16.0
4011300,"Greyabbey Primary School, Newtownards",Controlled,Strangford,78.0,4.8,"Ballywalter Primary School, Ballywater",72.2
4011310,"Carrickmannon Primary School, Ballygowan",Controlled,Strangford,87.0,2.4,"Alexander Dickson Primary School, Ballygowan",18.7
4011345,Newtownards Model Primary School,Controlled,Strangford,396.0,0.4,Regent House Preparatory,0.4
4011373,"Kirkistown Primary School, Newtownards",Controlled,Strangford,56.0,2.6,"Portavogie Primary School, Newtownards",20.5
4011462,"Castle Gardens Primary School, Newtownards",Controlled,Strangford,328.0,0.9,"Abbey Primary School, Newtownards",2.3
4011488,"Victoria Primary School, Ballyhalbert",Controlled,Strangford,105.0,4.1,"Portavogie Primary School, Newtownards",51.9
4011507,"Portavogie Primary School, Newtownards",Controlled,Strangford,219.0,2.6,"Kirkistown Primary School, Newtownards",20.5
4011566,"Ballywalter Primary School, Ballywater",Controlled,Strangford,157.0,4.8,"Greyabbey Primary School, Newtownards",72.2
4011567,Ballynahinch Primary School,Controlled,Strangford,235.0,2.7,"Spa Primary School, Ballynahinch",22.1
4011578,"Derryboy Primary School, Crossgar",Controlled,Strangford,75.0,5.0,"Glasswater Primary School, Downpatrick",78.0
4011584,"Carr Primary School, Lisburn",Controlled,Lagan Valley,90.0,3.6,"Carryduff Primary School, Belfast",41.1
4011587,Dundonald Primary School,Controlled,Belfast East,858.0,0.7,"Brooklands Primary School, Belfast",1.6
4011588,Comber Primary School,Controlled,Strangford,370.0,1.9,"Andrews Memorial Primary School, Newtownards",11.5
4011606,"Gilnahirk Primary School, Belfast",Controlled,Belfast East,412.0,1.5,"Braniel Primary School, Belfast",7.3
4011608,Anahilt Primary School,Controlled,Lagan Valley,149.0,4.7,Riverdale Primary School,68.3
4011619,Dromara Primary School,Controlled,Lagan Valley,162.0,4.2,"Fair Hill Primary School, Dromara",56.6
4011631,Holywood Primary School,Controlled,North Down,455.0,2.7,"Knocknagoney Primary School, Belfast",22.5
4011632,"Cregagh Primary School, Belfast",Controlled,Belfast East,149.0,0.9,Rosetta Primary School,2.5
4011645,"Crawfordsburn Primary School, Bangor",Controlled,North Down,191.0,1.4,Rathmore Primary School,6.3
4011646,"Victoria Primary School, Newtownards",Controlled,Strangford,442.0,1.0,"Castle Gardens Primary School, Newtownards",3.4
4011650,"Ballyholme Primary School, Bangor",Controlled,North Down,620.0,1.1,"Towerview Primary School, Bangor",3.8
4011654,Donaghadee Primary School,Controlled,North Down,444.0,2.3,"Ballyvester Primary School, Donaghadee",16.0
4011657,"Lisnasharragh Primary School, Belfast",Controlled,Belfast East,369.0,0.9,"Leadhill Primary School, Belfast",2.4
4011670,"Clandeboye Primary School, Bangor",Controlled,North Down,297.0,0.8,"Grange Park Primary School, Bangor",2.1
4011674,"Knockbreda Primary School, Belfast",Controlled,Belfast South,142.0,0.6,Rosetta Primary School,1.2
4011681,Millisle Primary School,Controlled,North Down,228.0,2.8,"Ballyvester Primary School, Donaghadee",24.8
4011683,"Braniel Primary School, Belfast",Controlled,Belfast East,417.0,0.9,"Leadhill Primary School, Belfast",2.5
4011698,Newcastle Primary School,Controlled,South Down,217.0,9.0,"Cumran Primary School, Downpatrick",257.1
4011699,Moneyrea Primary School,Controlled,Strangford,253.0,4.1,"Andrews Memorial Primary School, Newtownards",53.9
4013013,"Belvoir Park Primary School, Belfast",Controlled,Belfast South,262.0,1.8,"Stranmillis Primary School, Belfast",10.5
4013023,"Bloomfield Primary School, Bangor",Controlled,North Down,423.0,1.3,"Ballymagee Primary School, Bangor",5.3
4013024,"Cairnshill Primary School, Belfast",Controlled,Belfast South,552.0,1.7,"Knockbreda Primary School, Belfast",8.8
4013043,"Leadhill Primary School, Belfast",Controlled,Belfast East,144.0,0.9,"Lisnasharragh Primary School, Belfast",2.4
4013044,"Carryduff Primary School, Belfast",Controlled,Belfast South,181.0,3.6,"Carr Primary School, Lisburn",41.1
4013045,"Grange Park Primary School, Bangor",Controlled,North Down,390.0,0.8,"Clandeboye Primary School, Bangor",2.1
4013046,"Alexander Dickson Primary School, Ballygowan",Controlled,Strangford,84.0,2.4,"Carrickmannon Primary School, Ballygowan",18.7
4013305,"Harmony Hill Primary School, Lisburn",Controlled,Lagan Valley,659.0,1.3,"Brownlee Primary School, Lisburn",5.6
4013334,"Knockmore Primary School, Lisburn",Controlled,Lagan Valley,233.0,1.3,"Old Warren Primary School, Lisburn",5.4
4016002,"Kilcooley Primary School, Bangor",Controlled,North Down,241.0,1.2,Rathmore Primary School,4.2
4016004,"Londonderry Primary School, Newtownards",Controlled,Strangford,404.0,1.1,"Victoria Primary School, Newtownards",3.8
4016020,"Carrowdore Primary School, Newtownards",Controlled,Strangford,170.0,3.5,Millisle Primary School,39.4
4016067,Rathmore Primary School,Controlled,North Down,551.0,1.0,"Grange Park Primary School, Bangor",3.4
4016083,"West Winds Primary School, Newtownards",Controlled,Strangford,178.0,1.0,Regent House Preparatory,3.4
4016104,Moira Primary School,Controlled,Lagan Valley,438.0,2.5,"Maralin Village Primary School, Craigavon",19.0
4016111,"Towerview Primary School, Bangor",Controlled,North Down,459.0,1.1,"Ballyholme Primary School, Bangor",3.8
4016123,"Spa Primary School, Ballynahinch",Controlled,South Down,200.0,2.7,Ballynahinch Primary School,22.1
4016126,"Andrews Memorial Primary School, Newtownards",Controlled,Strangford,387.0,1.9,Comber Primary School,11.5
4016144,"Old Warren Primary School, Lisburn",Controlled,Lagan Valley,137.0,0.9,Lisburn Central Primary School,2.4
4016145,"Killowen Primary School, Lisburn",Controlled,Lagan Valley,421.0,0.6,"Pond Park Primary School, Lisburn",1.2
4016192,"Kilmaine Primary School, Bangor",Controlled,North Down,659.0,1.1,"Towerview Primary School, Bangor",3.9
4016201,"Academy Primary School, Ballynahinch",Controlled,Strangford,448.0,4.5,"Carrickmannon Primary School, Ballygowan",63.2
4016202,Ballinderry Primary School,Controlled,Lagan Valley,267.0,6.4,Maghaberry Primary School,126.9
4016235,Downpatrick Primary School,Controlled,South Down,206.0,7.9,"Glasswater Primary School, Downpatrick",193.9
4016396,"Killinchy Primary School, Newtownards",Controlled,Strangford,330.0,5.2,"Derryboy Primary School, Crossgar",84.2
4016399,"Abbey Primary School, Newtownards",Controlled,Strangford,605.0,0.9,"Castle Gardens Primary School, Newtownards",2.3
4016401,"Pond Park Primary School, Lisburn",Controlled,Lagan Valley,626.0,0.6,"Killowen Primary School, Lisburn",1.2
4016417,Maghaberry Primary School,Controlled,Lagan Valley,305.0,3.8,Moira Primary School,44.4
4016430,"Ballymagee Primary School, Bangor",Controlled,North Down,413.0,1.1,"Kilmaine Primary School, Bangor",4.0
4016441,"Ballymacash Primary School, Lisburn",Controlled,Lagan Valley,466.0,1.3,"Killowen Primary School, Lisburn",5.3
4016503,"Brooklands Primary School, Belfast",Controlled,Belfast East,595.0,0.7,Dundonald Primary School,1.6
4016615,Riverdale Primary School,Controlled,Lagan Valley,204.0,3.7,"Largymore Primary School, Lisburn",42.8
4016636,Meadow Bridge Primary School,Controlled,Lagan Valley,292.0,4.5,"Downshire Primary School, Hillsborough",63.3
4016649,"Downshire Primary School, Hillsborough",Controlled,Lagan Valley,651.0,4.5,"Old Warren Primary School, Lisburn",63.0
4016650,"Cumran Primary School, Downpatrick",Controlled,South Down,200.0,8.9,Downpatrick Primary School,249.5
4016681,"Glasswater Primary School, Downpatrick",Controlled,South Down,77.0,5.0,"Derryboy Primary School, Crossgar",78.0
4030573,"Ballymacward Primary School, Lisburn",Catholic Maintained,South Antrim,89.0,5.2,St Kieran's Primary School,85.4
4030823,"Ballymacrickett Primary School, Glenavy",Catholic Maintained,South Antrim,344.0,4.1,"St Joseph's Primary School, Crumlin",53.2
4030897,"St Joseph's Primary School, Lisburn",Catholic Maintained,Lagan Valley,385.0,1.6,"St Aloysius Primary School, Lisburn",8.3
4031328,"Christ the King Primary School, Drumaness",Catholic Maintained,South Down,70.0,3.8,"St Macartan's Primary School, Downpatrick",45.4
4031350,"St Malachy's Primary School, Kilclief",Catholic Maintained,South Down,36.0,3.5,"St Mary's Primary School, Ardglass(Dunsford",39.2
4031485,"St Caolan's Primary School, Saintfield",Catholic Maintained,Strangford,91.0,5.6,"St Joseph's Primary School, Crossgar",100.3
4031526,"St Patrick's Primary School, Saul",Catholic Maintained,South Down,184.0,3.9,"St Brigid's Primary School, Downpatrick",48.4
4031531,"St Francis' Primary School, Drumaroad",Catholic Maintained,South Down,92.0,3.9,"Christ the King Primary School, Drumaness",47.4
4031550,"St Joseph's Primary School, Crossgar",Catholic Maintained,Strangford,130.0,3.6,"Holy Family Primary School, Downpatrick",39.7
4031628,"St Patrick's Primary School, Holywood",Catholic Maintained,North Down,303.0,5.4,"St Joseph's Primary School, Holland Dr",90.8
4031660,"St Joseph's Primary School, Carryduff",Catholic Maintained,Belfast South,527.0,2.5,"St Ita's Primary School, Belfast",19.2
4031662,"St Mary's Primary School, Comber",Catholic Maintained,Strangford,84.0,6.1,"St Finian's Primary School, Newtownards",117.2
4031663,"St Joseph's Primary School, Carnacaville",Catholic Maintained,South Down,195.0,2.3,"St Mary's Primary School, Newcastle",16.0
4031665,"St Patrick's Primary School, Ballynahinch",Catholic Maintained,Strangford,260.0,5.7,"Christ the King Primary School, Drumaness",102.5
4031671,"St Patrick's Primary School, Castlewellan",Catholic Maintained,South Down,37.0,1.7,"St Malachy's Primary School, Castlewellan",8.6
4031673,"St Mary's Primary School, Ardglass(Dunsford",Catholic Maintained,South Down,87.0,3.5,"St Malachy's Primary School, Kilclief",39.2
4031676,"St Bernards Primary School, Belfast",Catholic Maintained,Belfast South,437.0,1.4,"St Michael's Primary School, Belfast",6.4
4033002,"St Mary's Primary School, Aughlisnafin",Catholic Maintained,South Down,88.0,3.8,"Sacred Heart Primary School, Newcastle",46.3
4033005,"St Joseph's Primary School, Strangford",Catholic Maintained,South Down,87.0,1.5,"St Mary's Primary School, Portaferry",7.0
4033007,"St Macartan's Primary School, Downpatrick",Catholic Maintained,South Down,171.0,3.8,"Christ the King Primary School, Drumaness",45.4
4033008,"St Anne's Primary School, Donaghadee",Catholic Maintained,North Down,10.0,9.8,"St Comgall's Primary School, Bangor",301.7
4033012,"Holy Family Primary School, Downpatrick",Catholic Maintained,South Down,186.0,3.6,"St Joseph's Primary School, Crossgar",39.7
4033017,"St Finian's Primary School, Newtownards",Catholic Maintained,Strangford,153.0,5.6,"St Malachy's Primary School, Bangor",99.4
4033028,"St Patrick's Primary School, Ballygalget",Catholic Maintained,Strangford,120.0,4.3,"St Mary's Primary School, Portaferry",57.3
4033036,"St Mary's Primary School, Killyleagh",Catholic Maintained,Strangford,76.0,6.1,"St Patrick's Primary School, Saul",117.8
4033037,"St Joseph's Primary School, Tyrella",Catholic Maintained,South Down,52.0,3.8,"Sacred Heart Primary School, Newcastle",45.3
4033040,"St Brigid's Primary School, Downpatrick",Catholic Maintained,South Down,265.0,0.9,"Our Lady & St Patrick Primary School, Downpatrick",2.4
4033306,"St Aloysius Primary School, Lisburn",Catholic Maintained,Lagan Valley,448.0,1.6,"St Joseph's Primary School, Lisburn",8.3
4033307,"St Colman's Primary School, Lisburn",Catholic Maintained,Lagan Valley,393.0,2.1,"St Joseph's Primary School, Lisburn",13.8
4036016,"St Joseph's Primary School, Killough",Catholic Maintained,South Down,59.0,2.3,"St Nicholas' Primary School, Downpatrick",16.7
4036036,"St Malachy's Primary School, Kilcoo",Catholic Maintained,South Down,182.0,3.9,"St Matthew's Primary School, Magheramayo",48.2
4036113,"St Nicholas' Primary School, Downpatrick",Catholic Maintained,South Down,167.0,2.3,"St Joseph's Primary School, Killough",16.7
4036133,"Sacred Heart Primary School, Newcastle",Catholic Maintained,South Down,122.0,3.8,"St Joseph's Primary School, Tyrella",45.3
4036146,"St Comgall's Primary School, Bangor",Catholic Maintained,North Down,311.0,1.6,"St Malachy's Primary School, Bangor",7.7
4036148,"St Malachy's Primary School, Bangor",Catholic Maintained,North Down,404.0,1.6,"St Comgall's Primary School, Bangor",7.7
4036182,St Colmcille's Primary School,Catholic Maintained,South Down,368.0,1.2,"Our Lady & St Patrick Primary School, Downpatrick",4.2
4036285,"Good Shepherd Primary School, Belfast",Catholic Maintained,Belfast West,364.0,0.6,St Kieran's Primary School,1.2
4036428,"St Mary's Primary School, Kircubbin",Catholic Maintained,Strangford,142.0,9.1,"St Patrick's Primary School, Ballygalget",262.3
4036454,"St Malachy's Primary School, Castlewellan",Catholic Maintained,South Down,388.0,1.7,"St Patrick's Primary School, Castlewellan",8.6
4036455,"St Patrick's Primary School, Legamaddy",Catholic Maintained,South Down,164.0,3.3,St Colmcille's Primary School,34.7
4036480,St Kieran's Primary School,Catholic Maintained,Belfast West,366.0,0.6,"Good Shepherd Primary School, Belfast",1.2
4036530,"St Mary's Primary School, Portaferry",Catholic Maintained,Strangford,170.0,1.5,"St Joseph's Primary School, Strangford",7.0
4036591,"Our Lady Queen of Peace Primary School, Belfast",Catholic Maintained,Belfast West,369.0,0.7,"Holy Evangelist Primary School, Belfast",1.7
4036618,"Christ The Redeemer Primary School, Dunmurry",Catholic Maintained,Belfast West,685.0,0.7,"Holy Evangelist Primary School, Belfast",1.7
4036635,"St Mary's Primary School, Newcastle",Catholic Maintained,South Down,381.0,2.3,"St Joseph's Primary School, Carnacaville",16.0
4036642,"St Ita's Primary School, Belfast",Catholic Maintained,Belfast South,709.0,2.5,"St Joseph's Primary School, Carryduff",19.2
4036693,"Our Lady & St Patrick Primary School, Downpatrick",Catholic Maintained,South Down,392.0,0.9,"St Brigid's Primary School, Downpatrick",2.4
4036702,"Holy Evangelist Primary School, Belfast",Catholic Maintained,Belfast West,530.0,0.7,"Christ The Redeemer Primary School, Dunmurry",1.7
4046600,Scoil Na Fuiseoige,Other Maintained,Belfast West,175.0,3.0,Bunscoil Phobal Feirste,28.4
4046648,"Bunscoil Bheanna Boirche, Castlewellan",Other Maintained,South Down,157.0,20.5,"Gaelscoil na mBeann, Kilkeel",1314.8
4051569,"Kircubbin Integrated Primary School, Newtownards",Controlled Integrated,Strangford,196.0,11.5,Portaferry Integrated Primary School,418.3
4051601,Portaferry Integrated Primary School,Controlled Integrated,Strangford,65.0,7.9,"Killyleagh Integrated Primary School, Downpatrick",194.4
4051680,Bangor Central Integrated Primary School,Controlled Integrated,North Down,486.0,6.7,"Glencraig Integrated Primary School, Holywood",139.8
4053009,"Annsborough Integrated Primary School, Castlewellan",Controlled Integrated,South Down,32.0,7.7,"All Children's Integrated Primary School, Newcastle",186.3
4053020,"Glencraig Integrated Primary School, Holywood",Controlled Integrated,North Down,237.0,6.7,Bangor Central Integrated Primary School,139.8
4053308,"Fort Hill Integrated Primary School, Lisburn",Controlled Integrated,Lagan Valley,231.0,9.8,"Forge Integrated Primary School, Belfast",304.0
4056541,"All Children's Integrated Primary School, Newcastle",Controlled Integrated,South Down,210.0,7.7,"Annsborough Integrated Primary School, Castlewellan",186.3
4056709,"Killyleagh Integrated Primary School, Downpatrick",Controlled Integrated,Strangford,124.0,7.9,Portaferry Integrated Primary School,194.4
4056710,"Loughries Integrated Primary School, Newtownards",Controlled Integrated,Strangford,90.0,8.7,Bangor Central Integrated Primary School,238.4
4066579,"Loughview Integrated Primary School, Belfast",GMI,Belfast South,471.0,7.0,"Cranmore Integrated Primary School, Belfast",152.1
4066588,"Cedar Integrated Primary School, Crossgar",GMI,South Down,229.0,8.2,"Drumlins Integrated Primary School, Ballynahinch",212.8
4066611,Oakwood Integrated Primary School,GMI,Lagan Valley,213.0,3.6,"Cranmore Integrated Primary School, Belfast",39.7
4066644,"Millennium Integrated Primary School, Saintfield",GMI,Strangford,439.0,8.4,"Loughview Integrated Primary School, Belfast",222.2
4066668,"Drumlins Integrated Primary School, Ballynahinch",GMI,Strangford,210.0,8.2,"Cedar Integrated Primary School, Crossgar",212.8
4066682,"Rowandale Integrated Primary School, Moira",GMI,Lagan Valley,354.0,14.2,Portadown Integrated Primary School,631.4
4610063,Regent House Preparatory,Controlled,Strangford,81.0,0.4,Newtownards Model Primary School,0.4
4620044,"Sullivan Upper Preparatory, Holywood",Voluntary,North Down,176.0,3.9,"Campbell College Junior School, Belfast",49.0
4620050,"Friends' School Preparatory, Lisburn",Voluntary,Lagan Valley,142.0,0.4,"Wallace High Preparatory, Lisburn",0.5
4620051,"Wallace High Preparatory, Lisburn",Voluntary,Lagan Valley,125.0,0.4,"Friends' School Preparatory, Lisburn",0.5
5010909,"Foley Primary School, Tassagh",Controlled,Newry And Armagh,153.0,3.1,"Lisnadill Primary School, Armagh",31.0
5010992,Lurgan Model Primary School,Controlled,Upper Bann,231.0,1.1,"Carrick Primary School, Lurgan",3.7
5011019,"Mullaglass Primary School, Newry",Controlled,Newry And Armagh,91.0,2.5,"Bessbrook Primary School, Newry",20.1
5011095,"Mullavilly Primary School, Tandragee",Controlled,Newry And Armagh,113.0,2.3,"Derryhale Primary School, Portadown",16.4
5011112,"Hardy Memorial Primary School, Richhill",Controlled,Newry And Armagh,446.0,3.1,"Hamiltonsbawn Primary School, Armagh",29.4
5011115,"The Armstrong Primary School, Armagh",Controlled,Newry And Armagh,487.0,4.9,"Lisnadill Primary School, Armagh",74.4
5011116,"Tandragee Primary School, Tandragee",Controlled,Newry And Armagh,354.0,2.7,"Mullavilly Primary School, Tandragee",23.4
5011119,Darkley Primary School,Controlled,Newry And Armagh,114.0,5.9,"Cortamlet Primary School, Altnamackin",109.8
5011124,"King's Park Primary School, Lurgan",Controlled,Upper Bann,674.0,1.1,"Dickson Primary School, Lurgan",3.5
5011127,"Carrick Primary School, Lurgan",Controlled,Upper Bann,454.0,0.9,"Dickson Primary School, Lurgan",2.3
5011129,"Hart Memorial Primary School, Portadown",Controlled,Upper Bann,448.0,0.7,"Millington Primary School, Portadown",1.5
5011132,"Killylea Primary School, Armagh",Controlled,Newry And Armagh,97.0,4.1,"Churchill Primary School, Caledon",52.9
5011137,Newtownhamilton Primary School,Controlled,Newry And Armagh,56.0,3.6,"Cortamlet Primary School, Altnamackin",40.8
5011142,"Clare Primary School, Tandragee",Controlled,Newry And Armagh,136.0,4.0,"Tandragee Primary School, Tandragee",51.2
5011153,"Lisnadill Primary School, Armagh",Controlled,Newry And Armagh,148.0,3.1,"Foley Primary School, Tassagh",31.0
5011157,"Derryhale Primary School, Portadown",Controlled,Newry And Armagh,74.0,2.3,"Mullavilly Primary School, Tandragee",16.4
5011161,Mountnorris Primary School,Controlled,Newry And Armagh,112.0,5.1,Markethill Primary School,81.8
5011165,Richmount Primary School,Controlled,Upper Bann,98.0,3.7,Ballyoran Primary School,43.2
5011174,"Birches Primary School, Portadown",Controlled,Upper Bann,188.0,4.8,Orchard County Primary School,72.5
5011175,"Cortamlet Primary School, Altnamackin",Controlled,Newry And Armagh,74.0,3.6,Newtownhamilton Primary School,40.8
5011179,"Bessbrook Primary School, Newry",Controlled,Newry And Armagh,121.0,2.5,"Mullaglass Primary School, Newry",20.1
5011189,"Edenderry Primary School, Portadown",Controlled,Upper Bann,403.0,1.0,"Bocombra Primary School, Portadown",3.1
5011190,"Tullygally Primary School, Craigavon",Controlled,Upper Bann,269.0,1.2,"Carrick Primary School, Lurgan",4.2
5011520,"Dromore Road Primary School, Warrenpoint",Controlled,South Down,87.0,10.0,"Windsor Hill Primary School, Newry",316.5
5011575,Dromore Central Primary School,Controlled,Lagan Valley,697.0,5.8,"Fair Hill Primary School, Dromara",107.5
5011594,"Abercorn Primary School, Banbridge",Controlled,Upper Bann,308.0,1.2,"Edenderry Primary School, Banbridge",4.4
5011596,"Gilford Primary School, Craigavon",Controlled,Upper Bann,88.0,3.4,"Moyallon Primary School, Portadown",36.0
5011598,"Waringstown Primary School, Waringstown",Controlled,Upper Bann,426.0,2.9,"Dickson Primary School, Lurgan",25.9
5011602,"Bleary Primary School, Lurgan",Controlled,Upper Bann,176.0,2.9,"Waringstown Primary School, Waringstown",25.9
5011611,"Iveagh Primary School, Newry, Rathfriland",Controlled,South Down,271.0,6.1,"Bronte Primary School, Banbridge",115.8
5011617,"Ballydown Primary School, Banbridge",Controlled,South Down,342.0,1.7,"Edenderry Primary School, Banbridge",9.2
5011649,Kilkeel Primary School,Controlled,South Down,546.0,4.6,"Brackenagh West Primary School, Kilkeel",65.3
5011651,Milltown Primary School,Controlled,Upper Bann,54.0,2.6,"Edenderry Primary School, Banbridge",21.7
5011664,"Scarva Primary School, Scarva",Controlled,Upper Bann,59.0,3.8,Poyntzpass Primary School,44.5
5011684,"Annalong Primary School, Newry",Controlled,South Down,203.0,4.9,"Brackenagh West Primary School, Kilkeel",74.8
5011687,"Maralin Village Primary School, Craigavon",Controlled,Upper Bann,244.0,2.5,Moira Primary School,19.0
5012280,Moneymore Primary School,Controlled,Mid Ulster,241.0,5.0,"Churchtown Primary School, Killybasky",77.9
5012538,"Churchill Primary School, Caledon",Controlled,Fermanagh And South Tyrone,102.0,4.1,"Killylea Primary School, Armagh",52.9
5012615,"Ballytrea Primary School, Stewartstown",Controlled,Mid Ulster,52.0,4.1,Stewartstown Primary School,53.4
5012621,Aughnacloy Primary School,Controlled,Fermanagh And South Tyrone,163.0,7.1,Richmond Primary School,159.0
5012632,"Donaghmore Primary School, Dungannon",Controlled,Mid Ulster,75.0,3.0,"Walker Memorial Primary School, Dungannon",29.1
5012635,Augher Central Primary School,Controlled,Fermanagh And South Tyrone,74.0,5.5,"Carntall Primary School, Clogher",94.3
5012636,Moy Regional Primary School,Controlled,Fermanagh And South Tyrone,69.0,4.6,"Killyman Primary School, Dungannon",65.3
5012643,Stewartstown Primary School,Controlled,Mid Ulster,57.0,4.1,"Ballytrea Primary School, Stewartstown",53.4
5012646,"Howard Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,323.0,2.4,Dungannon Primary School,17.6
5012649,Coagh Primary School,Controlled,Mid Ulster,118.0,4.7,"Ballytrea Primary School, Stewartstown",68.5
5012657,"Walker Memorial Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,63.0,3.0,"Donaghmore Primary School, Dungannon",29.1
5012696,"Carntall Primary School, Clogher",Controlled,Fermanagh And South Tyrone,92.0,5.5,Augher Central Primary School,94.3
5012719,Newmills Primary School,Controlled,Mid Ulster,108.0,3.5,"Bush Primary School, Dungannon",39.0
5012720,Dungannon Primary School,Controlled,Fermanagh And South Tyrone,320.0,2.4,"Howard Primary School, Dungannon",17.6
5012726,Cookstown Primary School,Controlled,Mid Ulster,474.0,4.7,"Churchtown Primary School, Killybasky",68.4
5013019,"Edenderry Primary School, Banbridge",Controlled,Upper Bann,395.0,1.2,"Abercorn Primary School, Banbridge",4.4
5013702,"Woods Primary School, Magherafelt",Controlled,Mid Ulster,182.0,5.6,Magherafelt Primary School,98.5
5016007,"Millington Primary School, Portadown",Controlled,Upper Bann,619.0,0.7,"Hart Memorial Primary School, Portadown",1.5
5016027,"Drumhillery Primary School, Middletown",Controlled,Newry And Armagh,69.0,8.7,"Killylea Primary School, Armagh",237.1
5016065,"Dickson Primary School, Lurgan",Controlled,Upper Bann,238.0,0.9,"Carrick Primary School, Lurgan",2.3
5016078,Poyntzpass Primary School,Controlled,Newry And Armagh,156.0,3.8,"Scarva Primary School, Scarva",44.5
5016079,"The Cope Primary School, Loughgall",Controlled,Newry And Armagh,95.0,5.7,"Hardy Memorial Primary School, Richhill",100.5
5016080,"Drumgor Primary School, Craigavon",Controlled,Upper Bann,291.0,1.4,"Tullygally Primary School, Craigavon",6.6
5016088,Fivemiletown Primary School,Controlled,Fermanagh And South Tyrone,213.0,7.5,"Carntall Primary School, Clogher",174.9
5016098,"Brackenagh West Primary School, Kilkeel",Controlled,South Down,150.0,4.6,Kilkeel Primary School,65.3
5016117,Ballyoran Primary School,Controlled,Upper Bann,284.0,1.1,"Hart Memorial Primary School, Portadown",3.6
5016138,"Bocombra Primary School, Portadown",Controlled,Upper Bann,359.0,1.0,"Edenderry Primary School, Portadown",3.1
5016141,"Churchtown Primary School, Killybasky",Controlled,Mid Ulster,50.0,4.7,Cookstown Primary School,68.4
5016178,Donacloney Primary School,Controlled,Upper Bann,222.0,3.2,"Waringstown Primary School, Waringstown",32.4
5016179,"Hamiltonsbawn Primary School, Armagh",Controlled,Newry And Armagh,109.0,3.1,"Hardy Memorial Primary School, Richhill",29.4
5016200,"Queen Elizabeth II Primary School, Pomeroy",Controlled,Mid Ulster,45.0,8.8,"Orritor Primary School, Cookstown",245.4
5016221,"Orritor Primary School, Cookstown",Controlled,Mid Ulster,222.0,5.5,Cookstown Primary School,94.0
5016224,"Donaghey Primary School, Dungannon",Controlled,Mid Ulster,105.0,4.0,Newmills Primary School,49.4
5016391,"Bush Primary School, Dungannon",Controlled,Mid Ulster,205.0,2.7,Dungannon Primary School,23.5
5016436,Markethill Primary School,Controlled,Newry And Armagh,301.0,5.1,Mountnorris Primary School,81.8
5016451,"Windsor Hill Primary School, Newry",Controlled,Newry And Armagh,205.0,3.8,"Mullaglass Primary School, Newry",44.3
5016543,"Moyallon Primary School, Portadown",Controlled,Upper Bann,202.0,3.1,"Edenderry Primary School, Portadown",30.7
5016599,"Fair Hill Primary School, Dromara",Controlled,Lagan Valley,259.0,4.2,Dromara Primary School,56.6
5016612,"Bronte Primary School, Banbridge",Controlled,South Down,186.0,6.1,"Iveagh Primary School, Newry, Rathfriland",115.8
5016616,"Drumadonnell Primary School, Banbridge",Controlled,South Down,216.0,6.3,"Iveagh Primary School, Newry, Rathfriland",125.2
5016643,Richmond Primary School,Controlled,Fermanagh And South Tyrone,115.0,7.1,Aughnacloy Primary School,159.0
5016658,Orchard County Primary School,Controlled,Newry And Armagh,175.0,4.8,"Birches Primary School, Portadown",72.5
5016680,"Killyman Primary School, Dungannon",Controlled,Fermanagh And South Tyrone,185.0,3.1,"Howard Primary School, Dungannon",29.7
5030958,"St John's Primary School, Eglish",Catholic Maintained,Newry And Armagh,93.0,5.4,"Clintyclay Primary School, Dungannon",91.1
5030972,"St Oliver Plunkett Primary School, Forkhill",Catholic Maintained,Newry And Armagh,142.0,2.3,"Dromintee Primary School, Newry",16.8
5030975,"St Malachy's Primary School, Ballymoyer",Catholic Maintained,Newry And Armagh,69.0,3.8,"St Teresa's Primary School, Tullyherron",46.3
5031070,"St Michael's Primary School, Newtownhamilton",Catholic Maintained,Newry And Armagh,71.0,4.8,"St Malachy's Primary School, Ballymoyer",72.8
5031080,"Clintyclay Primary School, Dungannon",Catholic Maintained,Fermanagh And South Tyrone,96.0,3.5,"Laghey Primary School, Dungannon",38.6
5031086,"Clonalig Primary School, Crossmaglen",Catholic Maintained,Newry And Armagh,171.0,2.7,"St Patrick's Primary School, Crossmaglen",23.1
5031088,"Dromintee Primary School, Newry",Catholic Maintained,Newry And Armagh,160.0,2.3,"St Oliver Plunkett Primary School, Forkhill",16.8
5031103,"Tannaghmore Primary School, Lurgan",Catholic Maintained,Upper Bann,601.0,1.1,"St Teresa's Primary School, Lurgan",4.0
5031107,"St Teresa's Primary School, Tullyherron",Catholic Maintained,Newry And Armagh,61.0,3.8,"St Malachy's Primary School, Ballymoyer",46.3
